,nflId,height,weight,birthDate,collegeName,position,displayName
404,2553658,77,255,1991-03-29,Purdue,TE,Gabe Holmes
405,2553687,74,238,1991-03-28,Utah State,MLB,Zach Vigil
406,2560886,72,181,1996-03-08,Virginia Tech,DB,Greg Stroman
407,2558174,72,204,1994-11-01,Auburn,S,Rudy Ford
408,2534436,72,204,1989-02-14,Florida,WR,Deonte Thompson
409,2539336,68,185,1990-03-15,West Virginia,WR,Tavon Austin
410,2553454,76,260,1993-09-16,Texas,TE,Geoff Swaim
411,2553743,75,236,1992-01-10,Ohio State,RB,Rod Smith
412,2555224,72,228,1995-07-22,Ohio State,RB,Ezekiel Elliott
413,2555260,74,238,1993-07-29,Mississippi State,QB,Dak Prescott
414,80668,69,195,1988-04-10,South Carolina,CB,Captain Munnerlyn
415,2495339,71,205,1988-11-16,North Carolina,SS,Da'Norris Searcy
416,2505708,71,205,1981-03-24,Delaware,FS,Mike Adams
417,2533056,75,238,1991-04-20,Boston College,MLB,Luke Kuechly
418,2552447,72,230,1994-04-21,Washington,OLB,Shaq Thompson
419,2555175,73,212,1993-08-04,Samford,CB,James Bradberry
420,2560753,70,180,1995-11-08,Louisiana State,CB,Donte Jackson
421,496937,74,245,1986-07-22,Penn State,ILB,Sean Lee
422,2541832,73,212,1991-05-14,Saginaw Valley State,SS,Jeff Heath
423,2552568,72,205,1992-09-26,Connecticut,CB,Byron Jones
424,2555531,71,196,1993-12-15,Purdue,CB,Anthony Brown
425,2555536,72,220,1994-08-11,Central Michigan,SS,Kavon Frazier
426,2557840,72,202,1995-05-24,Colorado,CB,Chidobe Awuzie
427,2560908,76,256,1996-02-08,Boise State,LB,Leighton Vander Esch
428,2495455,77,245,1989-05-11,Auburn,QB,Cam Newton
429,2495459,72,205,1989-01-26,Maryland,WR,Torrey Smith
430,2532978,70,191,1989-11-25,Arkansas,WR,Jarius Wright
431,2552458,76,225,1994-05-21,Michigan,WR,Devin Funchess
432,2557997,71,205,1996-06-07,Stanford,RB,Christian McCaffrey
433,2560894,75,260,1996-06-06,Indiana,TE,Ian Thomas
434,2535698,68,174,1989-04-26,Southern Methodist,WR,Cole Beasley
435,2550353,75,195,1991-11-12,Miami,WR,Allen Hurns
436,2560735,73,200,1996-03-04,Colorado State,WR,Michael Gallup
437,2559193,77,260,1994-07-16,Oklahoma State,TE,Blake Jarwin
438,2552686,72,243,1993-05-28,Minnesota,OLB,Damien Wilson
439,2555310,74,245,1995-06-14,Notre Dame,MLB,Jaylon Smith
440,2552622,78,255,1992-04-10,Canisius,TE,Chris Manhertz
441,2558833,74,255,1994-05-17,West Georgia,RB,Alex Armah
442,2560813,71,215,1997-04-14,Maryland,WR,D.J. Moore
443,2550262,73,232,1991-05-06,South Carolina State,ILB,Joe Thomas
444,2539205,74,210,1989-09-18,Baylor,WR,Terrance Williams
445,2553441,74,240,1993-08-08,Texas State,MLB,David Mayo
446,2495700,77,255,1985-03-11,Miami,TE,Greg Olsen
447,2553815,72,222,1993-07-05,Akron,OLB,Justin March
448,2540269,68,225,1991-02-10,California,RB,C.J. Anderson
449,2499257,72,205,1987-10-27,Texas Christian,FS,Colin Jones
450,2560866,77,242,1996-07-11,Stanford,TE,Dalton Schultz
451,2536044,73,242,1989-04-17,North Texas,FB,Jamize Olawale
452,2495108,72,204,1989-06-06,Nebraska,CB,Prince Amukamara
453,2532961,72,239,1990-03-24,Kentucky,ILB,Danny Trevathan
454,2543681,71,194,1992-02-16,Virginia Tech,CB,Kyle Fuller
455,2552385,72,214,1993-04-29,Penn State,FS,Adrian Amos
456,2553500,69,188,1991-10-23,Rice,CB,Bryce Callahan
457,2555288,74,242,1993-05-26,West Virginia,ILB,Nick Kwiatkoski
458,2558176,72,202,1993-12-10,Alabama,FS,Eddie Jackson
459,2495187,75,250,1988-01-30,Wisconsin,TE,Lance Kendricks
460,2495448,70,192,1990-08-22,Kentucky,WR,Randall Cobb
461,2506363,74,225,1983-12-02,California,QB,Aaron Rodgers
462,2543495,73,215,1992-12-24,Fresno State,WR,Davante Adams
463,2552429,72,216,1993-01-22,Stanford,RB,Ty Montgomery
464,2556460,75,202,1994-01-18,Illinois,WR,Geronimo Allison
465,497236,79,265,1986-11-24,Miami,TE,Jimmy Graham
466,2560907,76,207,1994-10-10,South Florida,WR,Marquez Valdes-Scantling
467,2555285,77,240,1992-09-08,Georgia,OLB,Leonard Floyd
468,2558204,72,213,1995-04-03,Brigham Young,RB,Jamaal Williams
469,2540200,76,268,1991-02-18,Michigan State,TE,Dion Sims
470,2543509,74,220,1993-08-24,Penn State,WR,Allen Robinson
471,2550284,74,238,1991-10-29,Florida,TE,Trey Burton
472,2550617,67,168,1991-02-17,Abilene Christian,WR,Taylor Gabriel
473,2555418,72,224,1994-11-02,Indiana,RB,Jordan Howard
474,2558008,74,215,1994-08-20,North Carolina,QB,Mitchell Trubisky
475,80431,75,255,1986-05-14,Southern California,OLB,Clay Matthews
476,2506789,71,191,1983-03-16,Louisiana Tech,CB,Tramon Williams
477,2543470,73,211,1992-12-21,Alabama,FS,Ha Ha Clinton-Dix
478,2552697,71,195,1993-03-12,Auburn,FS,Jermaine Whitehead
479,2555161,74,237,1994-01-09,Stanford,ILB,Blake Martinez
480,2556480,71,200,1994-08-11,Louisiana Tech,SS,Kentrell Brice
481,2556537,76,260,1993-04-01,Arizona,LB,Reggie Gilbert
482,2557996,75,200,1995-05-05,Washington,CB,Kevin King
483,2560755,72,196,1996-04-03,Iowa,CB,Josh Jackson
484,2560810,71,199,1994-10-09,Memphis,WR,Anthony Miller
485,2533048,75,265,1990-04-12,USC,OLB,Nick Perry
486,2560952,70,196,1997-02-09,Louisville,CB,Jaire Alexander
487,2558250,66,191,1995-07-26,North Carolina A&T,RB,Tarik Cohen
488,2557983,76,235,1996-01-03,Notre Dame,QB,DeShone Kizer
489,2560877,72,230,1997-04-08,Georgia,LB,Roquan Smith
490,494289,71,203,1987-12-19,Northwestern,CB,Sherrick McManis
491,2556478,75,247,1994-02-07,Harvard,TE,Ben Braunecker
492,2555160,73,241,1994-12-06,Florida,ILB,Antonio Morrison
493,2553432,75,216,1992-06-25,West Virginia,WR,Kevin White
494,2552636,72,240,1992-02-01,Rutgers,FB,Michael Burton
495,2555340,77,245,1991-11-25,Utah State,OLB,Kyler Fackrell
496,2552489,75,318,1994-01-06,Florida State,NT,Eddie Goldman
497,2495101,75,259,1988-09-06,Texas,OLB,Sam Acho
498,2541202,74,197,1990-02-01,Rutgers,CB,Marcus Cooper
499,2495888,78,267,1984-05-19,UCLA,TE,Marcedes Lewis
500,2495343,69,185,1989-04-26,Chattanooga,CB,Buster Skrine
501,2532877,74,213,1990-01-01,Montana,CB,Trumaine Johnson
502,2533059,71,192,1990-02-07,Louisiana State,CB,Morris Claiborne
503,2543597,73,246,1992-03-09,Kentucky,ILB,Avery Williamson
504,2555256,75,259,1994-07-01,Georgia,OLB,Jordan Jenkins
505,2555322,73,232,1994-10-18,Ohio State,ILB,Darron Lee
506,2556617,72,210,1993-09-25,Appalachian State,S,Doug Middleton
507,2557979,73,213,1995-10-17,Louisiana State,SS,Jamal Adams
508,79860,75,220,1988-02-07,Georgia,QB,Matthew Stafford
509,497326,71,197,1988-08-02,Notre Dame,WR,Golden Tate
510,2532884,74,198,1990-03-12,California,WR,Marvin Jones
511,2558049,77,265,1994-05-07,Toledo,TE,Michael Roberts
512,2558052,76,213,1993-11-03,Northern Illinois,WR,Kenny Golladay
513,2560765,71,212,1997-06-30,Auburn,RB,Kerryon Johnson
514,2540020,69,201,1991-05-04,Notre Dame,RB,Theo Riddick
515,2541199,77,254,1990-01-15,Rice,TE,Luke Willson
516,2540203,80,268,1991-07-30,Stanford,TE,Levine Toilolo
517,2561366,75,235,1996-09-19,Washington State,LB,Frankie Luvu
518,2543836,72,190,1992-07-19,Notre Dame,WR,T.J. Jones
519,2553353,72,182,1990-11-26,Marshall,CB,Darryl Roberts
520,2556453,75,250,1992-11-23,Monmouth (N.J.),TE,Hakeem Valles
521,2540219,72,212,1991-02-14,Georgia Southern,FS,J.J. Wilcox
522,2552486,77,302,1994-06-20,Southern California,DE,Leonard Williams
523,2543828,74,225,1992-05-31,Nebraska,WR,Quincy Enunwa
524,2550189,71,225,1993-01-08,Alabama State,RB,Isaiah Crowell
525,2553451,76,257,1992-01-14,"Monmouth, N.J.",TE,Neal Sterling
526,2553744,78,263,1992-04-22,Texas-El Paso,TE,Eric Tomlinson
527,2556462,75,190,1993-05-09,Temple,WR,Robby Anderson
528,2561036,75,225,1997-06-05,Southern California,QB,Sam Darnold
529,71441,72,207,1986-01-15,New Mexico,FS,Glover Quin
530,2534830,72,208,1990-03-19,Illinois,SS,Tavon Wilson
531,2540288,72,190,1991-01-01,Mississippi State,CB,Darius Slay
532,2543869,75,256,1991-06-24,Southern California,OLB,Devon Kennard
533,2543872,69,190,1991-04-23,Utah State,CB,Nevin Lawson
534,2550572,75,250,1991-02-18,Florida State,ILB,Christian Jones
535,2552262,69,197,1993-01-22,Texas,SS,Quandre Diggs
536,2557924,72,233,1995-01-31,Tennessee,OLB,Jalen Reeves-Maybin
537,2531332,76,228,1989-06-20,Ohio State,WR,Terrelle Pryor
538,2558821,70,190,1995-04-03,San Diego,CB,Jamal Agnew
539,2557855,73,245,1994-11-16,Florida,MLB,Jarrad Davis
540,2560738,76,252,1996-02-23,Miami,TE,Chris Herndon
541,2552494,75,243,1994-01-20,Virginia,DE,Eli Harold
542,497149,72,247,1986-12-05,Oregon,RB,LeGarrette Blount
543,2495328,70,204,1988-10-27,Louisville,RB,Bilal Powell
544,2560822,70,180,1994-10-11,Tulane,CB,Parry Nickerson
545,2495262,73,250,1989-05-12,Central Michigan,FB,Nick Bellore
546,2553657,74,234,1993-04-06,Marshall,OLB,Neville Hewitt
547,2506562,76,225,1982-05-17,USC,QB,Matt Cassel
548,2549896,74,250,1992-02-16,Arizona,OLB,Marquis Flowers
549,2553725,70,205,1992-12-14,Texas Tech,WR,Bradley Marquez
550,497320,71,195,1988-01-09,Citadel,WR,Andre Roberts
551,2555477,74,209,1992-10-16,Clemson,WR,Charone Peake
552,2557885,77,258,1995-01-31,Clemson,TE,Jordan Leggett
553,2561137,71,185,1994-07-23,Virginia State,RB,Trenton Cannon
554,2557955,72,191,1995-12-31,Florida,CB,Teez Tabor
555,1302,73,209,1986-02-13,Kansas,CB,Aqib Talib
556,2540197,68,178,1992-01-17,Southern California,CB,Nickell Robey-Coleman
557,2543492,68,185,1990-11-27,Florida State,FS,Lamarcus Joyner
558,2552488,72,197,1993-01-09,Washington,CB,Marcus Peters
559,2556277,71,207,1994-10-27,Midwestern State,SS,Marqui Christian
560,2556593,75,228,1993-11-18,Washington,ILB,Cory Littleton
561,2558183,72,209,1995-12-19,Boston College,SS,John Johnson
562,2558830,75,245,1995-05-09,Eastern Washington,OLB,Samson Ebukam
563,1032,75,217,1985-05-31,Kansas State,WR,Jordy Nelson
564,71265,77,254,1987-04-07,South Carolina,TE,Jared Cook
565,2495663,71,215,1986-04-22,California,RB,Marshawn Lynch
566,2543499,75,210,1991-03-28,Fresno State,QB,Derek Carr
567,2550597,74,195,1991-02-22,West Alabama,WR,Seth Roberts
568,2552487,73,211,1994-06-17,Alabama,WR,Amari Cooper
569,2540169,72,193,1992-04-10,Southern California,WR,Robert Woods
570,2543498,70,183,1993-09-25,Oregon State,WR,Brandin Cooks
571,2552475,73,224,1994-08-03,Georgia,RB,Todd Gurley
572,2555334,76,223,1994-10-14,California,QB,Jared Goff
573,2555364,78,257,1993-01-01,Western Kentucky,TE,Tyler Higbee
574,2557898,74,208,1993-06-15,Eastern Washington,WR,Cooper Kupp
575,2495153,70,200,1988-12-08,Clemson,FS,Marcus Gilchrist
576,2495617,71,195,1984-12-09,Michigan,CB,Leon Hall
577,2506353,75,245,1982-11-22,Texas,ILB,Derrick Johnson
578,2507167,71,210,1983-09-21,Florida,FS,Reggie Nelson
579,2532986,73,241,1990-04-02,Temple,OLB,Tahir Whitehead
580,2541200,74,194,1989-10-02,Northern Illinois,CB,Rashaan Melvin
581,2558062,72,190,1995-06-29,Ohio State,CB,Gareon Conley
582,2543487,74,263,1992-04-28,Florida,OLB,Dominique Easley
583,2552320,74,237,1992-08-19,Georgia,ILB,Ramik Wilson
584,2534241,75,240,1990-07-25,Beloit,TE,Derek Carrier
585,2556885,68,207,1993-10-15,Southern Mississippi,RB,Jalen Richard
586,2553722,75,265,1991-09-21,Northwest Missouri State,OLB,Matt Longacre
587,2532899,69,210,1989-01-13,Boise State,RB,Doug Martin
588,306,74,205,1986-04-07,Tennessee State,CB,Dominique Rodgers-Cromartie
589,2557889,75,240,1994-06-25,South Alabama,TE,Gerald Everett
590,2558194,75,196,1995-02-16,Texas A&M,WR,Josh Reynolds
591,2557972,75,235,1995-10-21,Wake Forest,MLB,Marquel Lee
592,2552382,71,222,1993-05-15,Texas,RB,Malcolm Brown
593,2555294,76,260,1992-03-20,Michigan State,LB,Shilique Calhoun
594,2558875,76,232,1994-11-23,Oregon,TE,Johnny Mundt
595,2536032,76,245,1989-06-08,Kansas State,OLB,Emmanuel Lamur
596,2555342,70,200,1993-09-08,West Virginia,SS,Karl Joseph
597,2550400,72,240,1992-04-08,San Jose State,FB,Keith Smith
598,2556817,70,185,1993-05-03,North Carolina A&T,CB,Tony McRae
599,2560745,77,265,1995-06-29,Ohio State,DE,Sam Hubbard
600,2552392,71,210,1993-01-21,Stanford,SS,Jordan Richards
601,2559924,69,195,1995-09-11,Southern Mississippi,RB,Ito Smith
602,2561009,74,235,1993-12-16,Mississippi,DE,Marquis Haynes
603,2560775,73,200,1995-01-23,Tennessee,DB,Rashaan Gaulden
604,2539219,73,190,1989-12-05,Connecticut,CB,Blidi Wreh-Wilson
605,2558171,70,185,1994-10-09,Miami,CB,Corn Elder
606,2534741,70,205,1989-02-12,West Virginia,FS,Keith Tandy
607,2495288,77,255,1988-08-03,Nevada,TE,Virgil Green
608,2506121,77,228,1981-12-08,North Carolina State,QB,Philip Rivers
609,2552469,73,215,1993-04-13,Wisconsin,RB,Melvin Gordon
610,2555220,74,234,1992-11-07,Wisconsin,FB,Derek Watt
611,2558846,76,218,1994-10-04,Clemson,WR,Mike Williams
612,2559161,77,255,1993-06-11,Missouri,TE,Sean Culkin
613,79901,71,207,1988-05-27,Illinois,CB,Vontae Davis
614,2505299,76,255,1980-06-18,Kent State,TE,Antonio Gates
615,2540154,74,211,1992-04-27,California,WR,Keenan Allen
616,2553913,76,205,1992-02-12,Western Oregon,WR,Tyrell Williams
617,2532861,71,192,1989-09-09,Vanderbilt,CB,Casey Hayward
618,2541958,70,195,1990-01-24,Central Michigan,SS,Jahleel Addae
619,2552310,71,240,1992-12-05,Miami,ILB,Denzel Perryman
620,2556828,71,191,1993-09-15,Penn State,CB,Trevor Williams
621,2557927,70,201,1994-12-14,Iowa,CB,Desmond King
622,2560760,74,215,1996-08-03,Florida State,SS,Derwin James
623,2560928,74,216,1996-03-24,West Virginia,LB,Kyzir White
624,2559169,70,200,1995-05-17,"Western State, Colo.",RB,Austin Ekeler
625,2550842,71,210,1992-03-28,Texas,SS,Adrian Phillips
626,2556148,71,221,1994-02-18,Akron,OLB,Jatavis Brown
627,2560826,74,251,1996-12-28,Southern California,LB,Uchenna Nwosu
628,2558182,74,220,1994-01-25,Miami,SS,Rayshawn Jenkins
629,2552296,75,250,1991-08-16,North Dakota State,OLB,Kyle Emanuel
630,2530763,73,234,1989-04-30,South Carolina,FB,Patrick DiMarco
631,2507644,71,232,1987-08-10,North Dakota State,OLB,Ramon Humber
632,2556652,71,195,1992-09-24,Pittsburgh,CB,Lafayette Pitts
633,2552654,75,211,1992-01-10,Connecticut,WR,Geremy Davis
634,2561358,70,174,1992-12-06,West Georgia,WR,J.J. Jones
635,2561382,70,210,1994-03-06,Western Carolina,RB,Detrez Newsome
636,2560818,72,205,1994-08-04,Jacksonville State,DB,Siran Neal
637,2495438,78,265,1989-11-09,Notre Dame,TE,Kyle Rudolph
638,2532820,75,202,1988-08-19,Michigan State,QB,Kirk Cousins
639,2541161,75,230,1990-01-18,Central Florida,RB,Latavius Murray
640,2541785,74,200,1990-08-22,Minn. State-Mankato,WR,Adam Thielen
641,2555306,76,265,1993-05-19,Texas-San Antonio,TE,David Morgan
642,2561027,75,254,1995-07-30,Central Michigan,TE,Tyler Conklin
643,2552608,72,191,1993-11-29,Maryland,WR,Stefon Diggs
644,2555214,74,215,1995-06-14,Mississippi,WR,Laquon Treadwell
645,2534567,74,235,1988-12-09,Idaho,MLB,Korey Toomer
646,2525323,73,210,1987-09-09,Rice,SS,Andrew Sendejo
647,2532948,74,214,1989-02-02,Notre Dame,FS,Harrison Smith
648,2540155,73,218,1990-06-19,Florida State,CB,Xavier Rhodes
649,2543459,77,255,1992-03-18,UCLA,OLB,Anthony Barr
650,2552312,72,232,1992-02-29,UCLA,MLB,Eric Kendricks
651,2552448,72,190,1992-07-25,Michigan State,CB,Trae Waynes
652,2555177,70,192,1993-11-12,Clemson,CB,Mackensie Alexander
653,2557991,70,210,1995-08-10,Florida State,RB,Dalvin Cook
654,2556803,71,235,1993-07-22,"Augustana, S.D.",FB,C.J. Ham
655,2495170,72,195,1989-07-10,New Mexico State,CB,Davon House
656,2558033,74,244,1994-10-16,Michigan,OLB,Ben Gedeon
657,2555156,76,215,1994-02-11,Clemson,SS,Jayron Kearse
658,2557896,72,195,1994-05-13,Miami (Fla.),WR,Stacy Coley
659,2560746,70,191,1997-02-11,Central Florida,CB,Mike Hughes
660,2560243,74,215,1993-03-25,"Concordia, Minn",WR,Brandon Zylstra
661,2556489,72,230,1994-03-09,Louisville,OLB,James Burgess
662,2533047,75,257,1991-01-27,Georgia,TE,Orson Charles
663,2552484,72,196,1993-06-01,Florida State,CB,P.J. Williams
664,2532887,73,209,1990-02-06,Washington,WR,Jermaine Kearse
665,2540258,77,260,1989-10-05,Cincinnati,TE,Travis Kelce
666,2543457,73,211,1993-06-14,Clemson,WR,Sammy Watkins
667,2552652,75,205,1992-10-25,Georgia,WR,Chris Conley
668,2556214,70,185,1994-03-01,West Alabama,WR,Tyreek Hill
669,2557917,71,216,1995-08-06,Toledo,RB,Kareem Hunt
670,2558125,75,230,1995-09-17,Texas Tech,QB,Patrick Mahomes
671,2532946,71,187,1988-11-15,Clemson,CB,Coty Sensabaugh
672,2307,70,196,1987-02-10,Boise State,CB,Orlando Scandrick
673,2495493,75,270,1989-01-21,Georgia,DE,Justin Houston
674,2530794,72,206,1987-08-17,Newberry,FS,Ron Parker
675,2543592,72,235,1992-06-10,Iowa,MLB,Anthony Hitchens
676,2552265,71,194,1993-01-22,Oregon State,CB,Steven Nelson
677,2555169,74,252,1993-09-23,Alabama,ILB,Reggie Ragland
678,2555173,71,199,1994-01-07,Minnesota,FS,Eric Murray
679,2555349,71,198,1995-02-13,Virginia Tech,CB,Kendall Fuller
680,2560881,75,285,1995-12-18,Mississippi,LB,Breeland Speaks
681,2560921,71,205,1996-03-19,Texas A&M,DB,Armani Watts
682,2540215,76,267,1990-06-13,Rice,TE,Vance McDonald
683,2556775,74,235,1993-05-03,Florida State,ILB,Terrance Smith
684,2495340,70,242,1988-12-11,Connecticut,FB,Anthony Sherman
685,2541187,79,230,1991-07-29,Wisconsin-Milwaukee,TE,Demetrius Harris
686,2561103,71,190,1996-07-20,Central Arkansas,WR,Tremon Smith
687,2558185,79,289,1994-06-14,Villanova,DE,Tanoh Kpassagnon
688,80427,74,210,1987-02-26,Maryland,WR,Darrius Heyward-Bey
689,2540204,70,229,1991-11-23,LSU,RB,Spencer Ware
690,2550512,71,224,1992-04-03,Oklahoma,RB,Damien Williams
691,2555478,73,203,1994-09-21,Florida,WR,Demarcus Robinson
692,2543638,68,176,1993-01-05,Oregon,WR,De'Anthony Thomas
693,2495470,71,220,1989-01-27,LSU,RB,Stevan Ridley
694,2560827,73,220,1994-09-04,Clemson,LB,Dorian O'Daniel
695,2530660,74,216,1989-05-30,Central Florida,WR,Kamar Aiken
696,2532800,74,241,1989-09-04,Florida State,OLB,Nigel Bradham
697,2556444,75,223,1993-08-05,Washington,TE,Josh Perkins
698,2556934,71,185,1993-07-18,Florida State,CB,Javien Elliott
699,2560930,70,198,1997-03-18,Pittsburgh,DB,Jordan Whitehead
700,2550605,71,196,1991-03-24,North Dakota State,CB,Marcus Williams
701,2561291,69,185,1995-12-02,Duke,RB,Shaun Wilson
702,2555346,72,184,1994-04-16,Notre Dame,WR,Will Fuller
703,2560784,74,250,1996-06-05,Boston College,OLB,Harold Landry
704,2560714,76,255,1995-04-24,Wake Forest,LB,Duke Ejiofor
705,2558942,74,246,1995-02-19,Harvard,TE,Anthony Firkser
706,2556673,76,263,1993-07-31,Stanford,OLB,Brennan Scarlett
707,1037347,76,231,1986-11-14,Alabama-Birmingham,QB,Joe Webb
708,2495251,71,184,1987-04-08,USC,CB,Shareece Wright
709,2535693,72,219,1990-07-23,Stanford,CB,Johnson Bademosi
710,2552730,76,240,1988-10-31,Northwestern (Ia),ILB,Brian Peters
711,2560759,71,200,1995-12-15,Wisconsin,DB,Natrell Jamerson
712,2560774,75,254,1995-06-26,Stanford,LB,Peter Kalambayi
713,2561344,73,218,1996-03-27,Florida Atlantic,RB,Buddy Howell
714,2561538,71,202,1995-12-15,Mississippi,DB,A.J. Moore
715,4263,74,214,1986-02-17,Toledo,P,Brett Kern
716,2535701,76,260,1990-01-25,Missouri,LS,Beau Brinkley
717,2541756,74,225,1989-10-23,Troy,FS,Brynden Trawick
718,2561033,73,209,1995-04-27,Arizona,DB,Dane Cruikshank
719,2543811,73,192,1990-09-08,Lindenwood,CB,Pierre Desir
720,2558123,72,210,1996-03-07,South Florida,RB,Marlon Mack
721,2550206,76,255,1991-01-24,Stanford,TE,Ryan Hewitt
722,2556855,73,207,1994-08-05,Texas,WR,Marcus Johnson
723,2557866,74,204,1993-12-20,Michigan,WR,Jehu Chesson
724,2532933,75,215,1989-06-05,Appalachian State,WR,Brian Quick
725,1037374,71,178,1987-12-08,Miami (Fla.),CB,Sam Shields
726,2539293,74,236,1991-01-17,Penn State,ILB,Gerald Hodges
727,2543855,72,195,1991-09-03,San Jose State,CB,Bene' Benwikere
728,2552656,70,160,1992-04-24,Alabama-Birmingham,WR,J.J. Nelson
729,2552307,73,237,1992-05-04,Baylor,ILB,Bryce Hager
730,2553536,71,184,1991-08-29,Oregon,CB,Troy Hill
731,2556374,70,191,1993-08-08,Auburn,SS,Blake Countess
732,2553545,73,210,1992-05-16,Georgia Tech,DB,Isaiah Johnson
733,2346,72,211,1986-08-08,Mount Union,WR,Pierre Garcon
734,2534820,77,252,1988-05-29,Michigan State,TE,Garrett Celek
735,2543801,74,225,1991-11-02,Eastern Illinois,QB,Jimmy Garoppolo
736,2558266,76,250,1993-10-09,Iowa,TE,George Kittle
737,2558918,70,190,1995-02-28,Georgia Southern,RB,Matt Breida
738,2560836,73,195,1995-10-23,Washington,WR,Dante Pettis
739,2558202,68,181,1994-04-30,Louisiana Tech,WR,Trent Taylor
740,2558914,73,203,1995-08-04,Eastern Washington,WR,Kendrick Bourne
741,2495507,75,195,1988-03-30,Stanford,CB,Richard Sherman
742,2550654,69,183,1991-07-12,Pittsburgh,CB,K'Waun Williams
743,2552391,73,215,1992-02-12,Samford,FS,Jaquiski Tartt
744,2558121,74,229,1996-02-08,Kansas State,LB,Elijah Lee
745,2558157,75,195,1995-03-21,Colorado,CB,Ahkello Witherspoon
746,2558857,74,205,1993-10-06,Miami,FS,Adrian Colbert
747,2560917,75,230,1996-11-19,Brigham Young,LB,Fred Warner
748,2533457,70,222,1988-12-12,Florida Atlantic,RB,Alfred Morris
749,2560761,69,185,1995-09-05,Middle Tennessee,WR,Richie James
750,2540230,73,240,1991-04-23,Harvard,FB,Kyle Juszczyk
751,2552684,75,239,1990-01-19,Wyoming,MLB,Mark Nzeocha
752,2560913,73,210,1995-02-01,Louisiana-Lafayette,DB,Tracy Walker
753,2543741,71,193,1991-07-18,Northern Illinois,FS,Jimmie Ward
754,2556641,76,263,1995-06-17,Notre Dame,DE,Romeo Okwara
755,2556708,78,257,1993-11-30,Incarnate Word,TE,Cole Wick
756,2543680,72,219,1991-02-27,Virginia Tech,FS,Antone Exum
757,494307,71,214,1988-08-04,South Carolina,FS,Darian Stewart
758,2495202,75,250,1989-03-26,Texas A&M,OLB,Von Miller
759,2530510,70,199,1989-06-18,Kansas,CB,Chris Harris
760,2532898,73,245,1989-09-10,Nevada,ILB,Brandon Marshall
761,2543505,71,194,1992-05-01,Ohio State,CB,Bradley Roby
762,2550930,73,230,1992-05-17,Sacramento State,ILB,Todd Davis
763,2555550,74,202,1993-11-19,Boston College,SS,Justin Simmons
764,497322,71,180,1987-03-17,Southern Methodist,WR,Emmanuel Sanders
765,497328,75,225,1987-12-25,Georgia Tech,WR,Demaryius Thomas
766,2532888,73,215,1988-02-17,Houston,QB,Case Keenum
767,2552399,77,255,1992-11-24,Ohio State,TE,Jeff Heuerman
768,2560733,72,238,1996-02-24,Oregon,RB,Royce Freeman
769,2560888,76,216,1995-10-10,Southern Methodist,WR,Courtland Sutton
770,2555568,74,220,1990-04-02,"California, Pa.",SS,Erik Harris
771,2555223,71,219,1992-05-27,Utah,RB,Devontae Booker
772,2557859,78,250,1995-07-11,Michigan,TE,Jake Butt
773,2559947,68,190,1994-07-24,Colorado,RB,Phillip Lindsay
774,2543572,76,210,1991-12-20,Clemson,WR,Martavis Bryant
775,2506345,70,185,1983-09-30,West Virginia,CB,Adam Jones
776,2555432,73,238,1993-05-23,Nebraska,RB,Andy Janovich
777,2550541,74,250,1992-11-17,Colorado State,OLB,Shaquil Barrett
778,2560763,73,236,1994-12-25,Iowa,LB,Josey Jewell
779,2507917,72,188,1988-08-20,Belhaven,CB,Tramaine Brock
780,2558985,76,212,1993-11-23,Utah,WR,Tim Patrick
781,2561002,73,206,1995-03-10,Penn State,WR,DaeSean Hamilton
782,2495347,78,265,1987-11-21,Marshall,TE,Lee Smith
783,497302,75,210,1986-11-04,LSU,WR,Brandon LaFell
784,2556278,73,194,1994-07-29,Arizona,FS,Will Parks
785,2532871,75,250,1987-11-01,West Virginia,LB,Bruce Irvin
786,2552271,76,265,1992-06-04,Oklahoma,DE,Geneo Grissom
787,2558956,76,245,1993-11-18,Wyoming,TE,Jacob Hollister
788,2550659,70,188,1991-01-26,Oklahoma State,CB,Tyler Patmon
789,2555421,74,246,1995-03-31,Maryland,DE,Yannick Ngakoue
790,2556454,72,220,1993-07-22,South Carolina,RB,Brandon Wilds
791,2560809,71,215,1995-02-17,Georgia,RB,Sony Michel
792,2556375,78,280,1994-01-07,Baylor,TE,Rico Gathers
793,2556512,69,159,1994-01-28,Boise State,CB,Donte' Deayon
794,2557920,70,195,1995-08-31,Michigan,CB,Jourdan Lewis
795,2541944,72,195,1990-09-17,LSU,WR,Russell Shepard
796,2552605,71,210,1992-05-13,Northwestern,FS,Ibraheim Campbell
797,2495893,77,232,1984-03-23,Central Florida,WR,Brandon Marshall
798,2532975,71,215,1988-11-29,Wisconsin,QB,Russell Wilson
799,2541966,75,204,1990-01-08,Clemson,WR,Jaron Brown
800,2552430,70,182,1992-09-28,Kansas State,WR,Tyler Lockett
801,2555289,78,261,1993-03-06,Ohio State,TE,Nick Vannett
802,2558865,71,222,1994-09-16,Oklahoma State,RB,Chris Carson
803,2508080,70,202,1989-05-07,Texas,FS,Earl Thomas
804,2539243,73,215,1990-11-15,Kansas,SS,Bradley McDougald
805,2553456,73,215,1992-08-29,San Jose State,CB,Akeem King
806,2553637,71,190,1993-03-27,Tennessee,CB,Justin Coleman
807,2557881,72,204,1995-01-20,Colorado,FS,Tedric Thompson
